doc_id,title,filenames,captions
8591,A. E. Housman,Birthplace of A.E. Housman.jpg,birthplac housman valley hous housman' birthplac
8592,A. E. Housman,Fockbury House or The Clock House.jpg,fockburi hous clock hous site centuri fockburi hous clock hous home housman
8593,A. E. Housman,"Perry Hall, Home of A.E. Housman.jpg",perri hall home housman home housman younger brother laurenc born
8594,A. E. Housman,Housman Grave Clip2.jpg,housman grave upright housman' grave marker
8595,A. E. Housman,Housman Grave.JPG,housman grave upright housman' grave st laurence' church ludlow
8596,A. E. Housman,Moses Jackson.jpg,mose jackson upright mose jackson undergradu
8597,A. E. Housman,Refurbished A. E. Housman statue Sept 2015.jpg,refurbish housman statu sept upright housman statu bromsgrov
8598,Attribution of recent climate change,Global Temperature And Forces With Fahrenheit.svg,global temperatur forc fahrenheit upright observ temperatur nasa lt ref quot nasa temperatur quot gt cite web titl global annual surfac air temperatur chang url http data giss nasa gov gistemp graph publish nasa access date februari archiv date april archiv url http web archiv org web http data giss nasa gov gistemp graph url statu live lt ref gt averag ipcc pre industri baselin lt ref quot ipcc pre industri baselin quot gt harvnb ipcc syr glossari page lt ref gt primari driver increas global temperatur industri era human activ natur forc ad variabl lt ref quot usgcrp chapter figur panel quot gt harvnb usgcrp chapter http globalchang gov chapter fig figur panel webarch url http web archiv org web http globalchang gov chapter fig date april http globalchang gov chapter fig figur panel lt ref gt
8599,Attribution of recent climate change,Greenhouse Effect.svg,main line evid support attribut recent climat chang human activ lt ref quot epa endanger fact sheet quot gt cite web lt gt year titl epa' endanger find climat chang fact url http nepi epa gov exe zypurl cgi dockey txt url statu live archiv url http web archiv org web http nepi epa gov exe zypurl cgi dockey txt archiv date decemb access date decemb websit nation servic environment public nscep id report id lt ref gt firstli physic physic understand climat system greenhous ga concentr increas warm properti establish histor estim past climat suggest recent global surfac temperatur unusu thirdli comput base climat model unabl replic observ warm human greenhous ga emiss includ final natur forc solar activ climat solar volcan activ explain observ warm toc limit greenhous effect upright energi flow space atmospher earth' surfac rise greenhous ga level contribut earth' energi imbal energi imbal
8600,Attribution of recent climate change,Carbon Sources and Sinks.svg,carbon sourc sink upright sourc sink debat excess carbon dioxid industri era burn fossil fuel futur strength land ocean carbon sink area studi lt ref gt cite web titl make earth greener url http climat nasa gov news make earth greenerfor url statu live archiv url http web archiv org web http climat nasa gov news make earth greenerfor archiv date februari access date februari publish nasa lt ref gt
8601,Attribution of recent climate change,Mauna Loa CO2 monthly mean concentration.svg,high accuraci measur atmospher concentr initi charl david keel constitut master time seri document chang composit atmospher earth atmospher lt ref quot le treut fingerprint quot gt citat author le treut chapter url http www ipcc ch public data en html chapter human fingerprint greenhous gase titl histor overview climat chang scienc display author etal access date august archiv date decemb archiv url http web archiv org web http www ipcc ch public data en html url statu dead harvnb ipcc lt ref gt data keel curv icon statu climat chang scienc evid effect human activ chemic composit global atmospher lt ref quot le treut fingerprint quot gt mauna loa monthli concentr upright keel curv show long term increas atmospher carbon dioxid concentr monthli measur display season oscil upward trend year' maximum occur northern hemispher late spring keeling' initi measur show part million volum part notat mass fraction mole fraction volum fraction ppm atmospher concentr commonli written quot ppm quot measur part million volum part notat mass fraction mole fraction volum fraction ppmv concentr atmospher reach amp nbsp ppm time reach level amp nbsp million year ago human intervent amp nbsp ppm lt ref gt cite news rosan olivia titl level top ppm time human histori url http www ecowatch level top ppm html access date agenc ecowatch date archiv date archiv url http web archiv org web http www ecowatch level top ppm html url statu live lt ref gt
8602,Attribution of recent climate change,1850-2019 Cumulative greenhouse gas emissions by region - bar chart - IPCC AR6 WG3 - Fig SPM.2b.svg,cumul greenhous ga emiss region bar chart ipcc fig spm upright cumul land chang contribut emiss region lt ref gt fig spm cite web work group iii titl climat chang mitig climat chang summari policymak url http report ipcc ch pdf ipcc wgiii summaryforpolicymak pdf page spm websit ipcc ch publish intergovernment panel climat chang archiv url http web archiv org web http report ipcc ch pdf ipcc wgiii summaryforpolicymak pdf archiv date april date april url statu live data lt ref gt
8603,Attribution of recent climate change,Detection and attribution of climate change (NOAA NCDC).png,detect attribut climat chang noaa ncdc upright detect attribut natur factor includ insol sun' output volcan erupt natur mode variabl enso el niño la niña human factor includ emiss heat trap greenhous ga quot greenhous quot ga es aerosol particul deforest clear forest land land figur sourc noaa ncdc lt ref gt includ usgov agenc global chang research program usgcrp sourc figur detect attribut forens sourc noaa ncdc citat author walsh date januari chapter appendix ii scienc climat chang titl feder advisori committe draft climat assess report nation climat assess develop advisori committe url http ncadac globalchang gov chapter url http ncadac globalchang gov download publicreviewdraft climateprim pdf display author etal access date juli archiv date septemb archiv url http web archiv org web http ncadac globalchang gov url statu live chapter pdf lt ref gt
8604,Attribution of recent climate change,"3 examples of internal climate variability (1950-2012), the El Niño – Southern Oscillation, the Arctic Oscillation, and the North Atlantic Oscillation (NOAA).png",exampl intern climat variabl el niño southern oscil arctic oscil north atlant oscil noaa upright alt refer caption imag show exampl intern climat variabl measur el niño southern oscil arctic oscil north atlant oscil lt ref gt cite web lt bylin gt date lt sourc date includ gt titl climat gov url http www climat gov url statu live archiv url http web archiv org web http www climat gov archiv date juli access date decemb publish noaa global climat dashboard gt climat variabl lt ref gt
8605,Attribution of recent climate change,Human fingerprints for global warming.jpg,human fingerprint global warm human fingerprint global warm summari observ evid human carbon dioxid emiss caus climat warm lt ref gt cite web titl human fingerprint url http skepticalsci graphic php access date websit skeptic scienc lt ref gt
8606,Attribution of recent climate change,Shifting Distribution of Summer Temperature Anomalies2.png,shift distribut summer temperatur upright alt refer caption frequenc occurr vertic axi local june juli august temperatur anomali rel northern hemispher land unit local standard deviat horizont axi lt ref quot climat dice quot gt citat page author hansen date juli titl climat dice public percept climat chang publish dr jame hansen columbia univers locat york citi url http www columbia mail dicepopsci pdf display author etal access date march archiv date decemb archiv url http web archiv org web http www columbia mail dicepopsci pdf url statu live lt ref gt hansen al lt ref quot climat dice quot gt distribut anomali shift consequ global warm mean unusu hot summer common analog roll dice cool summer cover half side side die white cover side red cover side extrem hot red brown anomali cover half side lt ref quot climat dice quot gt
8607,Al Capone,Al Capone mother.jpg,al capon mother upright young capon mother
8608,Al Capone,"Unemployed men queued outside a depression soup kitchen opened in Chicago by Al Capone, 02-1931 - NARA - 541927.jpg",unemploy men queu depress soup kitchen open chicago al capon nara unemploy men soup kitchen open capon chicago great depress unit state depress februari
8609,Al Capone,Florida-Miami-Al Capones Mansion-1922-1.jpg,florida miami al capon mansion upright entranc capone' mansion palm island florida locat palm avenu capon bought estat winter retreat live death
8610,Al Capone,Al-capone-cell.jpg,al capon cell capone' cell decommiss eastern state penitentiari philadelphia spent month start
8611,Al Capone,Al Capone in Florida.jpg,al capon florida mug shot capon miami florida
8612,Al Capone,Capone’s criminal record in 1932.jpg,capon crimin record capone' feder bureau investig fbi crimin record show crimin charg discharg dismiss
8613,Al Capone,Alcatraz Federal Penitentiary - Cell 181 - Al Capone.jpg,alcatraz feder penitentiari cell al capon cell alcatraz feder penitentiari capon imprison
8614,Al Capone,Acaponeh.jpg,acaponeh mug shot capon alcatraz feder penitentiari
8615,Al Capone,Capone Alcatraz.jpg,capon alcatraz al capone' inmat alcatraz prison
8616,Army of Darkness,Army of Darkness (1992 Film).jpg,armi dark film intern film poster renato casaro
8617,RUR-5 ASROC,Nuclear depth charge explodes near USS Agerholm (DD-826) on 11 May 1962.jpg,nuclear depth charg explod uss agerholm dd destroy uss agerholm dd fire asroc nuclear depth bomb shot oper domin domin swordfish
8618,RUR-5 ASROC,TV 3516 Asagiri.JPG,tv asagiri asroc matchbox reload door visibl photograph japanes sclass asagiri destroy
8619,RUR-5 ASROC,USS Charles F. Adams (DDG-2) launches a RUR-5 ASROC on 18 November 1960 (KN-1916).jpg,uss charl adam ddg launch rur asroc novemb kn asroc launch uss charl adam ddg
8620,RUR-5 ASROC,"Inert ASROC missile on JS Shimakaze(DDG-172) left front view at JMSDF Hanshin base December 10, 2017 01.jpg",inert asroc missil js shimakaz ddg front view jmsdf hanshin base decemb alt dummi asroc round ijn servic dummi asroc round
8621,RUR-5 ASROC,RUR-5 operators.png,rur oper map rur oper red
8622,Ahmed al-Haznawi,Alhaznawi video aljazeera.jpg,alhaznawi video aljazeera haznawi appear al qaeda video pledg give life martyr polit martyrdom
8623,Athanasius of Alexandria,"2896 - Catania - Cattedrale - G. Nicoli - S. Atanasio, nella ''Floretta'' (giardino) - Foto Giovanni Dall'Orto, 4-July-2008.jpg",catania cattedral nicoli atanasio nella floretta giardino foto giovanni dall'orto juli upright statu athanasiu catania sicili alt
8624,Athanasius of Alexandria,Athanasius Frederikskirken.JPG,athanasiu frederikskirken upright st athanasiu carl rohl smith frederik' church copenhagen denmark alt
8625,Athanasius of Alexandria,Coptic cross.svg,imag coptic cross
8626,Athanasius of Alexandria,Hosios Loukas Crypt (south east groin-vault) - Athanasios.jpg,hosio louka crypt south east groin vault athanasio upright fresco hosio louka greec centuri alt
8627,Athanasius of Alexandria,Athanasius of Alexandria.jpg,athanasiu alexandria upright statu saint st athanasius' cathol church evanston illinoi alt
8628,Athanasius of Alexandria,Saint Athanasius.jpg,saint athanasiu athanasiu council nicea william tyre manuscript alt
8629,Athanasius of Alexandria,Athanasius_and_Cyril.jpg,athanasiu cyril athanasiu support cyril alexandria centuri depict
8630,Azores,"Ribeira Grande, São Miguel Island, Azores - panoramio (7) (cropped).jpg",ribeira grand são miguel island azor panoramio crop upright gaspar frutuoso wrote saudad da terra histori azor macaronesia
8631,Azores,Henry_the_Navigator1.jpg,henri upright direct princ henri navig azor discov popul earli
8632,Azores,Azores old map.jpg,azor map map azor island
8633,Azores,Desembarcoislasterceiras.jpg,desembarcoislasterceira conquest azor battl terceira part war portugues success
8634,Azores,DpedroI-brasil-full.jpg,dpedroi brasil full upright pedro brazil king emperor pedro amp nbsp iv amp plan launch campaign liber war azor daughter maria ii portug queen maria amp nbsp ii
8635,Azores,Crest of the Azores.gif,crest azor gif symbol azorean autonomist movement amp nbsp centuri
8636,Azores,Flag of the Azores Liberation Front.jpg,flag azor liber front azor liber front flag preced modern flag azor azorean flag
8637,Azores,Azores-map.png,azor map upright map azor
8638,Azores,"Açores, Madeira, Canarias.png",açor madeira canaria upright azor blue madeira green canari island yellow northern atlant
8639,Azores,Mount Pico (14755153450).jpg,mount pico mount pico highest mountain portug display remnant major erupt northern flank
8640,Azores,Algar do Carvão - Portugal (236262316).jpg,algar carvão portug algar carvão volcan cave terceira island
8641,Azores,Açores 2010-07-20 (5068665946).jpg,açor human impact laurel forest macaronesia mediterranean basin nativ flora são jorg hydrangea blue mark pittosporum undulatum centr
8642,Azores,Fogo lake - S.Miguel island - Azores (39000072215) (cropped).jpg,fogo lake miguel island azor crop lagoa fogo são miguel island
8643,Azores,Azores flores ribeira grande.jpg,azor flore ribeira grand waterfal highli precipit island flore
8644,Azores,Pico-HortaFaial (crop).jpg,pico hortafai crop mount pico cover snow
8645,Azores,Koppen-Geiger Map Azores present.svg,koppen geiger map azor present köppen map azor
8646,Azores,SMG_PDL_SantoCristo_mass2.JPG,smg pdl santocristo azorean religi festiv
8647,Azores,Ilha de São Miguel DSC00659 (36586155410) (cropped) (cropped).jpg,ilha de são miguel crop crop ponta delgada são miguel island largest citi azor
8648,Azores,Angra do heroismo garden view (cropped).jpg,angra heroismo garden view crop angra heroísmo terceira island unesco world heritag
8649,Azores,Palacio de Santana (14826301491) (cropped).jpg,palacio de santana crop pt palácio de sant'ana sant'ana palac seat presid azor
8650,Azores,Igr n sra carmo 2.JPG,igr sra carmo pt palácio do capitã generai angra heroísmo palac capitã generai resid azorean presid
8651,Azores,Solarmadrededeus2.JPG,azor autonom region integr framework portugues republ govern autonom legislatur polit administr statut organ law government organ includ legisl assembl unicamer unicamer parliament compos elect deputi elect univers suffrag year term region govern presid parliamentari legitimaci compos presid vice presid region secretari respons day day oper repres council minist repres appoint presid republ creat revis constitut thing remov older portugues repres appoint presid republ beholden council state coincid presid portugues autonom region execut branch region author locat ponta delgada legisl branch horta azor horta judici branch angra heroísmo madr de deu manor seat pt representant da república no açor repres republ
8652,Azores,"Largo 2 de Março, Ponta Delgada (16863454855) (cropped).jpg",largo de março ponta delgada crop conceição palac ponta delgada conceição palac headquart azorean cabinet
8653,Azores,Ilha das Flores P5300348 (35621052890).jpg,ilha da flore countri road flore island
8654,Azores,Lajes field (cropped).jpg,laje field crop laje air base terceira island joint portugues air forc air forc militari base
8655,Azores,Misericórdia church from the dam Angra (cropped).jpg,misericórdia church dam angra crop upright marina angra heroísmo
8656,Azores,"Marina of Horta at sunrise, Faial Island, Azores, Portgual (PPL2-Enhanced) julesvernex2.jpg",marina horta sunris faial island azor portgual enhanc port horta fame worldwid tran atlant stop yacht sailor lt ref gt cite web url http www bbc travel stori post offic middl atlant titl post offic middl atlant fernando teixeira amp izabela cardoso websit www bbc access date februari archiv date februari archiv url http web archiv org web http www bbc travel stori post offic middl atlant url statu live lt ref gt
8657,Azores,Steve Jobs Yacht Venus in Portugal (Faial Island).jpg,steve job yacht venu portug faial island steve job yacht venu yacht venu horta azor horta marina
8658,Azores,Church of Jesuite Collegium Ponta Delgada (cropped).jpg,church jesuit collegium ponta delgada crop portugues architectur azor island architectur azor character contrast black volcan stone white stucco
8659,Azores,SMG PDL 20090517 SaoJose FestaSSCristo03.JPG,smg pdl saojos process cult senhor santo cristo do milagr cult holi lord christ miracl
8660,Outback,Yalgoo Shire.jpg,yalgoo shire tourism sign post yalgoo western australia
8661,Outback,West MacDonnell National Park.JPG,west macdonnel nation park macdonnel rang northern territori found centr mainland
8662,Outback,Fitzgerald River National Park DSC04436.JPG,fitzgerald river nation park fitzgerald river nation park western australia
8663,Outback,ISS007 Gosses Bluff.jpg,goss bluff goss bluff crater number meteor impact crater found outback australia
8664,Outback,RFDS emergency landing strip sign.jpg,rfd emerg land strip sign sign eyr highway indic rfd emerg airstrip ahead
8665,Outback,Gibb River Rd-1.jpg,gibb river road sign warn potenti danger condit ahead
8666,Acceptance testing,US Navy 090407-N-4669J-042 Sailors assigned to the air department of the aircraft carrier USS George H.W. Bush (CVN 77) test the ship's catapult systems during acceptance trials.jpg,navi sailor assign air depart aircraft carrier uss georg bush cvn test ship' catapult system accept trial accept test aircraft catapult
8667,Acceptance testing,James Webb Primary Mirror.jpg,jame webb primari mirror primari mirror jame webb space telescop prepar accept test
8668,Archbishopric of Riga,Coats of arms of None.svg,imag coat arm alt link
8669,Archbishopric of Riga,Coats of arms of None.svg,imag coat arm alt link
8670,Archbishopric of Riga,LVA Kokneses pagasts COA.png,imag lva koknes pagast coa alt link
8671,Archbishopric of Riga,Coats of arms of None.svg,imag coat arm alt link
8672,Archbishopric of Riga,Archbishopric of Riga.svg,symbol archbishopr riga
8673,Ansbach,"Ansbach, ehemaliges Gebäude des Gewerbevereins Ansbach DmD-5-61-000-113 foto11 2016-08-05 09.05.jpg",ansbach ehemalig gebäud de gewerbeverein ansbach dmd build gewerbeverein ansbach
8674,Ansbach,De Merian Frankoniae 108.jpg,de merian frankonia ansbach centuri
8675,Ansbach,Style of Michael Dahl - Queen Caroline - Warwick Shire Hall.jpg,style michael dahl queen carolin warwick shire hall carolin ansbach ca
8676,Ansbach,Kaspar hauser.jpg,kaspar hauser kaspar hauser
8677,Ansbach,Wilhelm Hecht - Holzschneider und Radierer.jpg,wilhelm hecht holzschneid und radier caricatur portrait wilhelm hecht ca
8678,Ansbach,"Escherich, Theodor.jpg",escherich theodor theodor escherich ca
8679,Ansbach,Georg Volkert (1977).jpg,georg volkert georg volkert
8680,National Alliance (Italy),Gianfranco Fini 2004.jpg,gianfranco fini gianfranco fini
8681,Arno,Arno watershed.png,arno watersh map arno river watersh
8682,Arno,Ponte Vecchio.jpg,pont vecchio quot pont vecchio quot bridg arno florenc
8683,Arno,View From the Ponte Vecchio of the River Arno.jpg,view pont vecchio river arno view arno pont vecchio
8684,Arno,FirenzeArno1547.jpg,high water mark arno river flood august novemb metal plate photograph dell casin
8685,"Aveiro, Portugal","Santa Joana, Princesa de Portugal.jpg",santa joana princesa de portug upright infanta joan portug nun joana daughter king afonso portug afonso
8686,"Aveiro, Portugal",Execução do Duque de Aveiro e do Marquês de Tavora.jpg,execução duqu de aveiro marquê de tavora upright depict execut duke josé mascarenha duchi aveiro aveiro
8687,"Aveiro, Portugal",Jose Estevao Magalhaes.jpg,jose estevao magalha upright josé estêvão parliamentari centuri hero
8688,"Aveiro, Portugal",Aveiro bridge over canal.jpg,aveiro bridg canal bridg canal aveiro
8689,"Aveiro, Portugal",Aveiro freguesias 2013.svg,aveiro freguesia civil parish municip aveiro
8690,"Aveiro, Portugal",The river area with its Art Nouveau buildings and boat rides on barcos moliceiros for tourists.jpg,river area art nouveau build boat ride barco moliceiro tourist central area art nouveau build boat ride barco moliceiro attract tourist
8691,"Aveiro, Portugal",Aveiro Train station.jpg,aveiro train station railway station
8692,"Aveiro, Portugal",Catedral de Aveiro.jpg,catedr de aveiro front facad cathedr aveiro
8693,"Aveiro, Portugal",Art Nouveau buildings in Aveiro C5749.jpg,art nouveau build aveiro art nouveau novo build aveiro
8694,"Aveiro, Portugal",Depgeo.jpg,depgeo univers aveiro
8695,"Aveiro, Portugal",Estádio Municipal de Aveiro aerial view.jpg,estádio municip de aveiro aerial view estádio municip de aveiro host footbal club beira mar venu euro
8696,"Aveiro, Portugal",José Malhoa - Portrait of José Luciano de Castro - Google Art Project.jpg,josé malhoa portrait josé luciano de castro googl art project josé luciano de castro
8697,Anthony the Great,Piero di Cosimo 025.jpg,fifteen year life age thirti anthoni determin withdraw habit men retir absolut solitud desert mountain nile call dayr al maymūn pispir der el memun opposit faiyum arsinoë sfnp eb live strictli enclos abandon ancient rome roman fort year lt ref quot quot gt food thrown wall time visit pilgrim refus gradual number discipl establish cave hut mountain coloni ascet form beg anthoni guid spiritu life eventu yield importun year emerg retreat surpris appear emaci healthi mind bodi lt ref quot butler quot gt piero di cosimo paint saint anthoni part visit saint nichola saint anthoni abbot piero di cosimo lk year devot instruct organ great bodi monk grown withdrew desert lay nile red sea shore fix abod mountain mount colzim stand monasteri bear monasteri saint anthoni der mar antonio spent forti year life seclus strict pispir freeli visit cross desert pispir consider frequenc amid diocletian persecut anthoni alexandria conspicu visit imprison lt ref quot butler quot gt
8698,Anthony the Great,Vitale_da_Bologna_(14e_eeuw)_-_Vier_verhalen_van_Antonius_van_Egypte_(1340)_-_Bologna_Pinacoteca_Nazionale_-_26-04-2012_9-22-59.jpg,vital da bologna eeuw vier verhalen van antoniu van egypt bologna pinacoteca nazional tale anthoni great vital da bologna circa pinacoteca nazional di bologna
8699,Anthony the Great,Michelangelo Buonarroti - The Torment of Saint Anthony - Google Art Project.jpg,michelangelo buonarroti torment saint anthoni googl art project torment saint anthoni michelangelo torment saint anthoni copi young michelangelo temptat st anthoni schongauer engrav martin schongauer circa lk oil tempera panel artist depict saint anthony' trial desert
8700,Anthony the Great,"The Meeting of Saint Anthony and Saint Paul, Master of the Osservanza.jpg",meet saint anthoni saint paul master osservanza meet saint anthoni saint paul thebe master osservanza centuri centaur background
8701,Anthony the Great,Vaantjeantoniuswarfhuizenkleiner copy.jpg,vaantjeantoniuswarfhuizenklein copi pilgrimag banner shrine warfhuizen
8702,Anthony the Great,SAntoine Abbaye 01.jpg,santoin abbay saint antoin l'abbay isèr franc
8703,Amblygonite,"Amblygonite - Taquaral, Itinga, Minas Gerais, Brazil.jpg",amblygonit taquar itinga mina gerai brazil amblygonit taquar itinga mina gerai brazil scale bottom inch vertic line cm
8704,Amok syndrome,"Amok (effet de l’opium sur les Malais). Wood cut, 1864, drawing by de Molins and Doerr. Illustr. to De Molins, Voyage a Java 1858–1861 from Le tour du monde nouveau journal des voyages Volume 10.jpg",amok effet de opium sur le malai wood cut draw de molin doerr illustr de molin voyag java le tour du mond nouveau journal de voyag volum pengamuk lit quot run amok quot batavia java ca group peopl pursu catch kill
8705,Amok syndrome,"Amok, furious madness of the Malays. The thorns penetrate the flesh and paralyze him.jpg",amok furiou mad malay thorn penetr flesh paralyz pengamok captur thorn pole paralyz
8706,Amok syndrome,Native Policemen in Java 1911.jpg,nativ policemen java nativ policemen java man hold sangga mara fork pole catch amok
8707,Apostles' Creed,"Paris - Bibl. Mazarine - ms. 0924, f 150v.jpg",pari bibl mazarin ms mediev credo apostolorum date circa bibliothèqu mazarin ms sequenc attribut apostl
8708,Apostles' Creed,Somme le Roy f.10v (cropped).png,somm le roy crop illumin centuri manuscript show apostl write creed receiv inspir holi spirit
8709,Apostles' Creed,First Four Articles of the Creed tapestry.jpg,articl creed tapestri centuri flemish tapestri illustr articl creed
8710,Amicable numbers,Amicable numbers rods 220 and 284.png,amic number rod demonstr rod amic pair number
8711,Agar,GreenTeaYokan.jpg,greenteayokan green tea flavor yōkan popular japanes red bean past red bean jelli made agar
8712,Agar,Agarplate redbloodcells edit.jpg,agarpl redbloodcel edit blood agar plate cultur bacteria diagnos infect
8713,Agar,Ogo.jpg,ogo upright ogonori common red alga make agar
8714,Agar,Agarose polymere.svg,agaros polymer structur agaros polym
8715,Agar,Sago Gulaman.jpg,sago gulaman sago gulaman filipino cuisin made agar gulaman pearl sago sugar syrup flavor pandanu amaryllifoliu pandan
8716,Agar,00114jfCuisine of Bulacan Food Cakes Delicaciesfvf 30.jpg,bulacan food cake delicaciesfvf crema de mangga tradit filipino cuisin filipino fruitcak made agar layer top fruit compon place
8717,Acid rain,Origins of acid rain.svg,origin acid rain upright process involv acid deposit lt gt lt gt lt gt lt gt play signific role acid rain
8718,Acid rain,Cloud formation from refinery in Curacao.jpg,cloud format refineri curacao acid cloud grow lt gt lt gt emiss refineri curaçao
8719,Acid rain,Gene Likens 2015 Mariel Carr.JPG,extern media width float headerimag gene liken mariel carr http www sciencehistori org distil podcast happen acid rain quot happen acid rain quot distil podcast scienc histori institut
8720,Acid rain,"Bixi stele (wrapped), Harvard University, Cambridge, MA - IMG 4607.JPG",bixi stele wrap harvard univers cambridg ma img harvard univers wrap bronz marbl statu campu quot harvard bixi chines stele quot waterproof cover winter order protect corros caus acid rain acid snow lt ref gt quot http harvardmagazin art wrap html art wrap webarch url http web archiv org web http harvardmagazin art wrap html date august quot harvard magazin march april lt ref gt
8721,Acid rain,Gavin Power Plant.jpg,nitrogen cycl human impact nitrogen cycl sulfur cycl gavin power plant coal fire gavin power plant cheshir ohio
8722,Acid rain,Air Pollution-Causes&amp;Effects.svg,air pollut amp effect show process air pollut releas atmospher area affect
8723,Acid rain,Waterspecies.gif,waterspeci gif fish shellfish insect eat toler amount acid frog toler water acid lower ph trout
8724,Acid rain,Effect of nitrogen fertilizer on soil acidity.jpg,effect nitrogen fertil soil acid diagram nutrient leach soil high level soil acid
8725,Acid rain,Acid rain woods1.JPG,acid rain acid rain sever effect veget forest black triangl region black triangl europ
8726,Acid rain,Pollution - Damaged by acid rain.jpg,pollut damag acid rain effect acid rain statu
8727,Acid rain,"Skulptur aus Sandstein, Dresden 2012-09-06-0555.jpg",skulptur au sandstein dresden acid rain weather
8728,Acid rain,Acid Rain box - 23 (49753937638).jpg,acid rain box government action combat effect acid rain
8729,"Anthony, King of Saxony","Saxony 1831 Pewter Medal for the 1st Constitution, obverse.jpg",saxoni pewter medal constitut obvers medal introduct constitut obvers show conjoin head king anthoni regent frederick augustu ii saxoni friedrich august
8730,"Anthony, King of Saxony","Saxony 1831 Pewter Medal for the 1st Constitution, reverse.jpg",saxoni pewter medal constitut revers pewter medal constitut revers
8731,"Albert III, Duke of Saxony",Dresden Fürstenzug 086.JPG,dresden fürstenzug ernest elector saxoni frederick ii elector saxoni albert iii duke saxoni fürstenzug dresden germani
8732,Arlo Guthrie,ArloGuthrieMinnesotaZooAmphitheatre2005.jpg,guthri perform alice' restaur massacre anniversari tour
8733,Arlo Guthrie,Arlo Guthrie-Bardentreffen 2010.JPG,arlo guthri bardentreffen arlo guthri nuremberg
8734,Arlo Guthrie,"Arlo Guthrie Tuning Up in Kodiak, Alaska 2013.jpg",arlo guthri tune kodiak alaska guthri tune perform kodiak alaska kodiak alaska
8735,Book of Alma, Moroni - Book of Mormon.jpg,moroni book mormon upright captain moroni rais quot titl liberti quot found book citi sun alt figur captain moroni stand arm aloft top wide set outdoor stair descend larg public build implicitli context book mormon religi edific templ figur flank captain moroni seat stand step build loom gape squar arch entranc crowd trail bottom step crowd gather anim arm rais captain moroni evid energ crowd ralli arm defens nephit societi
8736,Brass,Planispheric Astrolabe MET DP105325.jpg,planispher astrolab met islam golden age brass astrolab
8737,Brass,"Brass lectern in the form of an eagle attributed to Aert van Tricht the Elder, Limburg (Netherlands), c. 1500, The Cloisters.jpg",brass lectern form eagl attribut aert van tricht elder limburg netherland cloister upright brass lectern eagl attribut aert van tricht limburg netherland
8738,Brass,Microstructure of rolled and annealed brass; magnification 400X.jpg,microstructur roll anneal brass magnif microstructur roll anneal metallurgi anneal brass magnif
8739,Brass,Diagramme binaire Cu Zn.svg,diagramm binair cu zn upright binari phase diagram
8740,Brass,00 BMA Automation Sampling cock.JPG,bma autom sampl cock brass sampl cock stainless steel handl
8741,Brass,Trumpets02262006.jpg,upright collect brass instrument
8742,Brass,BrassSCC1.jpg,crack brass caus ammonia attack
8743,Brass,Iranian - Ewer - Walters 54457 - Profile.jpg,iranian ewer walter profil upright centuri persian ewer brass copper inlay walter art museum baltimor maryland usa
8744,Brass,Renier de Huy JPG0.jpg,renier de huy baptism jesu baptism christ centuri baptism font st bartholomew' church lièg
8745,Brass,"Lion Aquamanile, 1200-1250 AD, German, Lower Saxony, Hildesheim, bronze - Cleveland Museum of Art - DSC08638.JPG",lion aquamanil ad german lower saxoni hildesheim bronz cleveland museum art upright brass aquamanil lower saxoni germani
8746,Brass,"Arte yoruba, nigeria, testa da ife, 12-15mo secolo.JPG",art yoruba nigeria testa da ife secolo upright centuri quot bronz head ife quot quot heavili lead zinc brass quot
8747,Bonn,Wappen-bezirk-badgodesberg.svg,align quot quot wappen bezirk badgodesberg wappen de stadtbezirk bad godesberg
8748,Bonn,Wappen-bezirk-beuel.svg,align quot quot wappen bezirk beuel wappen de stadtbezirk beuel
8749,Bonn,Bonn1969.svg,align quot quot wappen de stadtbezirk bonn
8750,Bonn,Wappen-bezirk-hardtberg.svg,align quot quot wappen bezirk hardtberg wappen de stadtbezirk hardtberg
8751,Bonn,2008-12-25 Bonn Sterntor.jpg,bonn sterntor ill sterntor bonn de sterntor bonn lt sterntor origin built gate reconstruct remnant mediev citi wall
8752,Bonn,Altes Rathaus Bonn.jpg,alt rathau bonn alt rathau town hall central market squar built rococo style chief roman road roman road link provinci capit cologn mainz cut fort join fort' main road römerstraß past south gate cologn mainz road continu street name belderberg adenaueralle al side road local settlement bonna grew sizeabl roman town bonn shown centuri tabula peutingeriana peuting map
8753,Bonn,University bonn at night.jpg,univers bonn night found univers bonn count friedrich nietzsch nietzsch karl marx marx konrad adenau adenau alumni
8754,Bonn,"Bundesarchiv B 145 Bild-F013859-0009, Bonn, Staatsbesuch Präsident Charles de Gaulle.jpg",bundesarchiv bild bonn staatsbesuch präsident charl de gaull french presid charl de gaull state visit bonn capit west germani german reunif
8755,Bonn,Villa Hammerschmidt Bonn Seite Adenauerallee 20080831.jpg,villa hammerschmidt bonn seit adenaueralle hammerschmidt villa villa hammerschmidt primari offici resid presid germani today serv president' secondari resid
8756,Bonn,"Ashok Alexander Sridharan, Oberbürgermeister Bonn.jpg",ashok alexand sridharan oberbürgermeist bonn ashok alexand sridharan christian democrat union germani cdu mayor bonn
8757,Bonn,2020 Bonn mayoral election (2nd round).svg,bonn mayor elect round result round mayor elect
8758,Bonn,2020 Bonn City Council election.svg,bonn citi council elect result citi council elect
8759,Bonn,Bonner Münster.jpg,bonner münster erect centuri cathol church roman cathol bonn minster minster bonn germany' oldest church
